OBJECTID,PROJECT_NAME,STATION_NAME,ACTIVITY_NO,ACTIVITY_END_DATE,ECOREGION_NAME,HUC_CD,WATERBODY_NAME,LATITUDE_MEASURE,LONGITUDE_MEASURE,UTM_EAST,UTM_NORTH,STATION_DESC,STATION_ALT_NAME,FIX_STA_NAME,STATION_TYPE_NAME,COUNTY_NAME,HUC_LEVEL,HUC_NAME,ECOREGION_CD,SUBSTANCE_NAME,ANALYTICAL_METHOD_NAME,CAS_QUALIFIER_NAME,LAB_RESULT,LAB_RESULT_TEXT,LAB_REPORT_LIMIT,REPORT_UNIT,LAB_DILUTION_MULTIPLIER,QA_FLAGS
115,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,353.000000000000000,353,10.000000000000000,mg/L,1.000000000000000,
116,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
117,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,1.100000000000000,1.1,0.300000000000000,mg/L,1.000000000000000,
118,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,5.200000000000000,5.2,0.100000000000000,mg/L,1.000000000000000,
119,2012 Fixed Station Monitoring,GMW070-0006,AB08196,5/9/2012 11:25:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,0.190000000000000,.19,0.030000000000000,mg/L,1.000000000000000,
120,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,477.000000000000000,477,10.000000000000000,mg/L,1.000000000000000,
121,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,11.000000000000000,11,4.000000000000000,mg/L,1.000000000000000,
122,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,444.000000000000000,444,10.000000000000000,mg/L,1.000000000000000,
123,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
124,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
125,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.600000000000000,1.6,0.100000000000000,mg/L,1.000000000000000,
126,2012 Fixed Station Monitoring,GMW070-0006,AB09081,6/12/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,0.040000000000000,.04,0.030000000000000,mg/L,1.000000000000000,
127,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,549.000000000000000,549,10.000000000000000,mg/L,1.000000000000000,
128,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,11.000000000000000,11,4.000000000000000,mg/L,1.000000000000000,
129,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,501.000000000000000,501,10.000000000000000,mg/L,1.000000000000000,
130,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
131,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
132,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.300000000000000,1.3,0.100000000000000,mg/L,1.000000000000000,
133,2012 Fixed Station Monitoring,GMW070-0006,AB09477,7/18/2012 11:00:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,0.030000000000000,.03,0.030000000000000,mg/L,1.000000000000000,
134,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,442.000000000000000,442,10.000000000000000,mg/L,1.000000000000000,
135,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,8.000000000000000,8,4.000000000000000,mg/L,1.000000000000000,
136,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,425.000000000000000,425,10.000000000000000,mg/L,1.000000000000000,
137,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
138,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,-1.000000000000000,<.3,0.300000000000000,mg/L,1.000000000000000,
139,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,0.900000000000000,.9,0.100000000000000,mg/L,1.000000000000000,
140,2012 Fixed Station Monitoring,GMW070-0006,AB09642,8/7/2012 11:35:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
141,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,412.000000000000000,412,10.000000000000000,mg/L,1.000000000000000,
142,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,6.000000000000000,6,4.000000000000000,mg/L,1.000000000000000,
143,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,380.000000000000000,380,10.000000000000000,mg/L,1.000000000000000,
144,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
145,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.300000000000000,.3,0.300000000000000,mg/L,1.000000000000000,
146,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.200000000000000,1.2,0.100000000000000,mg/L,1.000000000000000,
147,2012 Fixed Station Monitoring,GMW070-0006,AB09941,9/5/2012 11:30:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
148,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,-1.000000000000000,<.3,0.300000000000000,mg/L,1.000000000000000,
149,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.500000000000000,1.5,0.100000000000000,mg/L,1.000000000000000,
150,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
151,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,478.000000000000000,478,10.000000000000000,mg/L,1.000000000000000,
152,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,
153,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,447.000000000000000,447,10.000000000000000,mg/L,1.000000000000000,
154,2012 Fixed Station Monitoring,GMW070-0006,AB10434,10/9/2012 11:05:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
155,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,440.000000000000000,440,10.000000000000000,mg/L,1.000000000000000,
156,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,-1.000000000000000,<4,4.000000000000000,mg/L,1.000000000000000,
157,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,407.000000000000000,407,10.000000000000000,mg/L,1.000000000000000,
158,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
159,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,-1.000000000000000,<.3,0.300000000000000,mg/L,1.000000000000000,
160,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,0.700000000000000,.7,0.100000000000000,mg/L,1.000000000000000,
161,2012 Fixed Station Monitoring,GMW070-0006,AB10740,11/7/2012 10:55:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
162,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total (TS)",SM2540B,Total,473.000000000000000,473,10.000000000000000,mg/L,1.000000000000000,
163,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,5.000000000000000,5,4.000000000000000,mg/L,1.000000000000000,
164,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,444.000000000000000,444,10.000000000000000,mg/L,1.000000000000000,
165,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
166,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
167,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Nitrogen, Nitrate+Nitrite",353.2,Total,1.500000000000000,1.5,0.100000000000000,mg/L,1.000000000000000,
168,2012 Fixed Station Monitoring,GMW070-0006,AB10971,12/4/2012 10:45:00,Eastern Corn Belt Plains,'050800030710',East Fork Whitewater River,39.733195113496102,-84.959363444915795,"674,871.000000000000000","4,400,136.200000000200000","Potter Shop Rd bridge, East edge of Abington",Potter Shop Rd,WHE-27,River,Wayne,12,Clay Creek-East Fork Whitewater River,55,"Phosphorus, Total",365.1,Total,-1.000000000000000,<.03,0.030000000000000,mg/L,1.000000000000000,
169,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,364.000000000000000,364,10.000000000000000,mg/L,1.000000000000000,
170,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,14.000000000000000,14,4.000000000000000,mg/L,1.000000000000000,
171,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,338.000000000000000,338,10.000000000000000,mg/L,1.000000000000000,
172,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
